agency_cd,site_no,Datetime,Mean_CFS,294516_00060_00003_cd
USGS,4174490,2013-03-20,2.32,A
USGS,4174490,2013-03-21,2.56,A
USGS,4174490,2013-03-22,2.47,A
USGS,4174490,2013-03-23,2.34,A
USGS,4174490,2013-03-24,2.40,A
USGS,4174490,2013-03-25,2.32,A
USGS,4174490,2013-03-26,2.42,A
USGS,4174490,2013-03-27,2.45,A
USGS,4174490,2013-03-28,2.55,A
USGS,4174490,2013-03-29,2.65,A
USGS,4174490,2013-03-30,2.50,A
USGS,4174490,2013-03-31,2.73,A
USGS,4174490,2013-04-01,2.72,A
USGS,4174490,2013-04-02,2.49,A
USGS,4174490,2013-04-03,2.43,A
USGS,4174490,2013-04-04,2.32,A
USGS,4174490,2013-04-05,2.25,A
USGS,4174490,2013-04-06,2.23,A
USGS,4174490,2013-04-07,1.98,A
USGS,4174490,2013-04-08,4.30,A
USGS,4174490,2013-04-09,1.71,A
USGS,4174490,2013-04-10,21.3,A
USGS,4174490,2013-04-11,38.8,A
USGS,4174490,2013-04-12,24.5,A
USGS,4174490,2013-04-13,5.94,A
USGS,4174490,2013-04-14,4.81,A
USGS,4174490,2013-04-15,4.24,A
USGS,4174490,2013-04-16,10.6,A
USGS,4174490,2013-04-17,26.2,A
USGS,4174490,2013-04-18,38.5,A
USGS,4174490,2013-04-19,33.0,A
USGS,4174490,2013-04-20,6.18,A
USGS,4174490,2013-04-21,4.62,A
USGS,4174490,2013-04-22,4.61,A
USGS,4174490,2013-04-23,14.0,A
USGS,4174490,2013-04-24,18.6,A
USGS,4174490,2013-04-25,6.92,A
USGS,4174490,2013-04-26,4.95,A
USGS,4174490,2013-04-27,3.74,A
USGS,4174490,2013-04-28,8.05,A
USGS,4174490,2013-04-29,3.50,A
USGS,4174490,2013-04-30,3.13,A
USGS,4174490,2013-05-01,3.17,A
USGS,4174490,2013-05-02,2.92,A
USGS,4174490,2013-05-03,2.88,A
USGS,4174490,2013-05-04,2.47,A
USGS,4174490,2013-05-05,2.53,A
USGS,4174490,2013-05-06,2.40,A
USGS,4174490,2013-05-07,2.47,A
USGS,4174490,2013-05-08,2.49,A
USGS,4174490,2013-05-09,2.57,A
USGS,4174490,2013-05-10,8.82,A
USGS,4174490,2013-05-11,2.85,A
USGS,4174490,2013-05-12,2.70,A
USGS,4174490,2013-05-13,2.65,A
USGS,4174490,2013-05-14,2.62,A
USGS,4174490,2013-05-15,2.54,A
USGS,4174490,2013-05-16,2.60,A
USGS,4174490,2013-05-17,2.66,A
USGS,4174490,2013-05-18,2.52,A
USGS,4174490,2013-05-19,2.55,A
USGS,4174490,2013-05-20,2.83,A
USGS,4174490,2013-05-21,3.45,A
USGS,4174490,2013-05-22,4.74,A
USGS,4174490,2013-05-23,3.51,A
USGS,4174490,2013-05-24,2.67,A
USGS,4174490,2013-05-25,2.19,A
USGS,4174490,2013-05-26,1.83,A
USGS,4174490,2013-05-27,13.1,A
USGS,4174490,2013-05-28,6.68,A
USGS,4174490,2013-05-29,2.81,A
USGS,4174490,2013-05-30,12.6,A
USGS,4174490,2013-05-31,11.7,A
