agency_cd,site_no,Datetime,Mean_CFS,294515_00060_00003_cd
USGS,4173500,1982-03-30,245,A
USGS,4173500,1982-03-31,486,A
USGS,4173500,1982-04-01,399,A
USGS,4173500,1982-04-02,301,A
USGS,4173500,1982-04-03,293,A
USGS,4173500,1982-04-04,255,A
USGS,4173500,1982-04-05,199,A
USGS,4173500,1982-04-06,153,A
USGS,4173500,1982-04-07,173,A
USGS,4173500,1982-04-08,176,A
USGS,4173500,1982-04-09,197,A
USGS,4173500,1982-04-10,222,A
USGS,4173500,1982-04-11,217,A
USGS,4173500,1982-04-12,212,A
USGS,4173500,1982-04-13,215,A
USGS,4173500,1982-04-14,186,A
USGS,4173500,1982-04-15,164,A
USGS,4173500,1982-04-16,150,A
USGS,4173500,1982-04-17,176,A
USGS,4173500,1982-04-18,169,A
USGS,4173500,1982-04-19,149,A
USGS,4173500,1982-04-20,143,A
USGS,4173500,1982-04-21,130,A
USGS,4173500,1982-04-22,115,A
USGS,4173500,1982-04-23,108,A
USGS,4173500,1982-04-24,100,A
USGS,4173500,1982-04-25,94.0,A
USGS,4173500,1982-04-26,92.0,A
USGS,4173500,1982-04-27,89.0,A
USGS,4173500,1982-04-28,83.0,A
USGS,4173500,1982-04-29,81.0,A
USGS,4173500,1982-04-30,78.0,A
USGS,4173500,1982-05-01,78.0,A
USGS,4173500,1982-05-02,75.0,A
USGS,4173500,1982-05-03,72.0,A
USGS,4173500,1982-05-04,70.0,A
USGS,4173500,1982-05-05,68.0,A
USGS,4173500,1982-05-06,67.0,A
USGS,4173500,1982-05-07,91.0,A
USGS,4173500,1982-05-08,142,A
USGS,4173500,1982-05-09,109,A
USGS,4173500,1982-05-10,87.0,A
USGS,4173500,1982-05-11,76.0,A
USGS,4173500,1982-05-12,70.0,A
USGS,4173500,1982-05-13,67.0,A
USGS,4173500,1982-05-14,63.0,A
USGS,4173500,1982-05-15,59.0,A
USGS,4173500,1982-05-16,57.0,A
USGS,4173500,1982-05-17,56.0,A
USGS,4173500,1982-05-18,53.0,A
USGS,4173500,1982-05-19,51.0,A
USGS,4173500,1982-05-20,49.0,A
USGS,4173500,1982-05-21,50.0,A
USGS,4173500,1982-05-22,59.0,A
USGS,4173500,1982-05-23,72.0,A
USGS,4173500,1982-05-24,66.0,A
USGS,4173500,1982-05-25,61.0,A
USGS,4173500,1982-05-26,58.0,A
USGS,4173500,1982-05-27,62.0,A
